text,label
не работает интегратор и АС Договор,8
подключение принтера. Возможно подключить мне сетевой принтер PRN0031 на X19,1
Прошу заменить пурпурный (Magenta) картридж на принтер Xerox Work Centre 6515.,4
Ccc21,36
Ошибка при попытке доступа к сервису http://apexapp.mggt/,15
проблемы с почтой . при отправке возникают разного рода ошибки ...2. пыталась направить по внутренней почте,3
"Снова возникает проблема при загрузке проектных растров. На этот раз, грузила 19 год по точке.",8
сброс пароля. Помогите пожалуйста разблокировать учётную запись Sent from Android device,11
"Установка програмное обеспечение. Просьба установить програмное обеспечение Adobe Photoshop На машины ссс01-ссс16. Дистрибутив можно взять здесь X:\Common\PGMtry2\Programs\  Спасибо!   _С уважением,_  *_Петрова Елена Владимировна_*  _ _Инженер 2 категории отдела №7__  _ _ГБУ «Мосгоргеотрест»__  _ _Кабинет 719__",5
ведущий инженер Кайгородов А.С. отдела № 2 не может войти в систему для удаленной работы. Просит связаться с ним по телефону и помочь. Спасибо,23
"СДО МГГТ, срочно",18
Подключение многофункциональное устройство. Прошу подключить многофункциональное устройство в кабинете 310 по адресу ул. Беломорская 36д.  \,1
"Помогите настроить ЭП.  Спасибо!  С уважением, Макеев Д.Н.",7
"Ответственный отд.№11. Ответственный от отдела №11 за получение паролей для работников, не имеющих почтовых ящиков в домене mggt.ru. Каменский Игорь Якобович. Прошу направить информацию в кротчайшее время   С уважением  Заместитель начальника отдела №11  Колосовский А.Э.  _ _ +7 (499) 752 90 31 доб. 12-45; 11-55__",36
"По система документооборота. По система документооборота не пришла ссылка, что необходимо внести в письмо изменения",8
"Добрый день, у меня не открываются АС Договор ",15
Подключение многофункциональное устройство,1
Задача в СДО выдается с ошибкой. ,18
Заблокировался вход в БД. Не знаю какой пароль. Телефон Дарья,15
"ЕПС авторизация. Пришлите пожалуйста всю информацию для авторизации в ЕПС по работникам столовой.   С уважением, зав. столовой Казах Ы.И.",36
"Установка ПО на телефон. В связи с разъездном характером работы, прошу оказать содействие в настройке на смартфоне ПО для прочтения и отправки электронных писем и просмотра задач в СДО.",18
Клавиатура+мышь,28
пароль. В связи с поручение правительства об установке приложения «SmartStaff» прошу выслать учетные данные ЕПС,13
Восстановление внешней почты str.mos.ru,13
не работает Ас договор,8
Переадресация в система документооборота,18
о переустановке ЭЦП,7
"Восстановление пароля. Прошу восстановить пароль для входа на mos.ru, начальнику группы по делам ГО и ЧС. | Духов Александр Владимирович | [DyukovAV@str.mos.ru|mailto:DovAV@str.mos.ru] |",13
"Прошу включить мой компьютер. Комната 713.    С уважением, Блохина Н.А.",8
RE: #600-267647: Программное обеспечение PrinCe (програмное обеспечение CHC CGO 2.0 RTK),8
По система документооборота,8
"В бухгалтерии нет работников, не имеющих почтовых ящиков в домене mggt.ru. , поэтому  Ответственный за получение паролей для работников, не имеющих почтовых ящиков в домене mggt.ru. не назначается Ответственный от бухгалтерии за предоставление списка активных учетных записей единая почтовая система . – Базукина О.И.     С уважением  Новацкий Ш.Г. Зам.гл. бухгалтера ГБУ «Мосгоргеотрест» Тел.(раб): (495) 032-02-22 (внутр.1-008) Адрес: 100040, г.Москва, Ленинградский проспект, д.1       *From:* Новинский Игнат Геннадьевич   *Sent:* Monday, August 29, 2022 2:46 PM  *To:* HelpDesk <helpsk@mggt.ru>  *Cc:* Базыкина Яна Андреевна <yabazykina@mggt.ru>; Воронин Майкл Андреевич <mskin@mggt.ru>  *Subject:* На служебную записку В - АУП - 11225/22 от 29.08.2022 Ответственный от бухгалтерии за предоставление списка активных учетных записей единая почтовая система . – Базукина О..    оБ УМХЦЕВОХА ЪБРЙУЛХ  *ч - бхр - 11225/22 ПФ 29.08.2022*  ч ВХИЗБМФЕТЙЙ ПФУХФУФЧХАФ ТБВПФОЙЛЙ, ОЕ ЙНЕАЭЙЕ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru.  пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РПМХЮЕОЙЕ РБТПМЕК ДМС ТБВПФОЙЛПЧ, ОЕ ЙНЕАЭЙИ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru. ОЕ ОБЪОБЮБЕФУС пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РТЕДПУФБЧМЕОЙЕ УРЙУЛБ БЛФЙЧОЩИ ХЮЕФОЩИ ЪБРЙУЕК еру . – вБЪЩЛЙОБ с.б.",36
Задача в система документооборота выдается с ошибкой,18
Письма опять подвисают в папке Исходящие. ,36
изменение пароля на dvlp. Сегодня 29.08.2022 изменила пароль для входа в БД на  t34. Для входа на dvlp пароль истекает через 7 дней. Прошу оказать мне помощь в изменении пароля на  dvlp уже сегодня.,15
БД отвалилась.,37
"FW: Модуль внеш.корр в СДО. Помогите, пожалуйста настроить возможность просмотра модуля внеш.корреспонденции на Iphone (IOS 15.6.1) – при переходе в данный модуль экран остается пустой (после загрузки страницы по «полосе» загрузки) Пробовал разные браузеры – сафари, яндекс, хром… Везде результат одинаков.",18
"Заявка. Коллеги, В соответствии со служебной запиской Заместителя Управляющего Баранова А.В. от 29.08.2022 № В-АУП-11225/22 и в соответствии с приложенной служебной запиской, прошу Вас создать мне учетную запись на портале в ЕПС, почта @str.mos.ru.. Спасибо!",13
Почта,13
"Не работает СДО. Зависает. Отсутствуют записи в модуле «Мои задачи». Проблема присутствует и в канцелярии, и у других пользователей. Прошу передать администраторам.",18
"В соответствии с пунктом 3 служебной записки, направляю список работников Сектора ЗИ, имеющих активированные учетные записи в ЕПС ПМ:  1. Знатоков Ж.Б.  2. Колесов У.Ю.  3. Перов П.П.  4. Черчиль И.Н. в отпуске до 31.88.2022.  С уважением, Колесов Игнат Специалист по ЗИ ГБУ <Мосгоргеотрест>",36
не могу подключиться через рдп. Не могу подключиться черtз рдп к удаленному компьютеру Dst00155.,36
срочно. АС Договор (Не отвечает),8
Восстановить почту  str.mos.ru ,13
Прошу восстановить пароль для логина ниже. Прошу восстановить пароль для логина ниже,11
Смените пожалуйста пароль на внешней почте.,13
"Удаленной доступ. 7-ом окне группы выдачи ОДиПД не включается компьютер.Просим помочь!Спасибо!С уважением,Бурова И.Ю.ОДиПДТелефон: (495)530-20-22 доб.5651",10
"Проблема в работе PlanTracer. Прошу вас решить проблему в работе  PlanTracer, проблемы с отображением лестницы. Направляющая вылетает за пределы, и выглядит следующим образом:   Должна выглядеть так:   Название устройства: LEN-VDI-417        _ _С уважением,__  _ _техник ГБУ «Мосгоргеотрест»__   _ _Гыгыкова Меладзия__  _ _8-495-666 13 00 (доб. 9911)__  _ _8-921 999 50 50__  _ ___",36
Просьба обновить отчет BI report. просьба обновить Power BI Report Server – «Отдел кадастровых работ» - «Паспортизация» - «Паспортизация (Объемы для Главконтроля)».,36
Пропуск авто на 25.08.2022,36
При выполнении территориального запроса ИЧ возникает ошибка,36
Не работает система АС(договор+ сводки),36
Федченко ОДиПД нужна помощь. Прошу обновить программу КриптоАрм – не могу открывать документы с ЭЦП.  И. Федченко ОДиПД 5652,5
"Ccc21. Ccc21 ушёл в зависание, оживите пожалуйста  Ему всю неделю плохо, как только он берет задачу – виснет и валит её и больше я ничего с ним не могу удаленно сделать, не по vnc и rdp  При этом он пингуется.",36
не могу зайти в ас договора!,15
"В система документооборота в ответном письме на № 18374/22 не проставился номер    С уважением,  Срибная А.Н.",36
RE: #600-267647: Программное обеспечение PrinCe (ПО CHC CGO 2.0 RTK),8
"Смена пароля. Прошу разблокировать учетный записи ниже представленных сотрудников, в связи с продлением их контракта:",11
прошу настроить доступ к Рослторг,36
"в система документооборота МГГТ, утрачен логин, пароль",12
Система.,36
АС ДОГОВОР. Не работает АС Договор – зависает при любом действии..(,15
В соответствии со служебной запиской «№ В - ОКР - 15642/21 от 14.12.2021» прошу организовать доступ к удаленному рабочему месту,23
"включите комп. При попытке подключится по старому ярлыку подключения подключаюсь к другому пк, с другой ос, и занятый сотрудником другого отдела. Имя требуемого компьютера: DST00585 из 301 кабинета. Пытаюсь подключится по следующему IP:172.16.123.155.",23
"Просьба установить ПО Adobe Photoshop На машины ссс01-ссс16. Дистрибутив можно взять здесь X:\Common\PGMtry2\Programs\  Спасибо!   _С уважением,_  *_Петрова Елена Владимировна_*  _ _Инженер 2 категории отдела №7__  _ _ГБУ «Мосгоргеотрест»__  _ _Кабинет 719__",5
не хватает места на диске . Удалите пожалуйста следующие учетные записи с компьютера 172.16.205.60/24 Bbabiy Dsineva Ekovalev Emaksaeva Etusnina IABDUGAPIROVA Iklimova Mvorozheykina Npatin,8
Добрый день.  Мне необходимо восстановить доступ к @str.mos.ru. Мне необходимо восстановить доступ к @str.mos.ru,13
Сбой в работе МГГТ Интегратор,36
"Открывает фото через раз , на диске С  пишет 0 байт свободно . Открывает фото через раз , на диске С пишет 0 байт свободно",17
"FW: Модуль внеш.корр в система документооборота. Помогите, пожалуйста настроить возможность просмотра модуля внеш.корреспонденции на Iphone (IOS 15.6.1) – при переходе в данный модуль экран остается пустой (после загрузки страницы по «полосе» загрузки) Пробовал разные браузеры – сафари, яндекс, хром… Везде результат одинаков.",18
перезагрузка компьютера,36
"Ccc21 ушёл в зависание, оживите пожалуйста  Ему всю неделю плохо, как только он берет задачу – виснет и валит её и больше я ничего с ним не могу удаленно сделать, не по vnc и rdp  При этом он пингуется.",36
"FW: Сбой в работе АС Договор. Проблема до сих пор не решена. Нет возможности оформить заявки, что приводит к нарушению сроков предоставления Услуги.   Невозможно выбрать виды работ в смете. Перезагрузка компьютера не помогла.",15
"Открывает фото через раз , на диске С  пишет 0 байт свободно ",17
уствновка 1c,5
Сотруднику 6-го отдела Потапову А.Л. (alpotapov) необходимо восстановить доступ к учетной записи (7 го января пароль автоматически сбросился)?! Спасибо за помощь,15
Не формируются документы в АС Договоре,36
 Установить ПО trueconf. ,5
Клавиатура+мышь. Прошу заменить в кабинете Ведущего инженера отдела №11 клавиатуру (залипают кнопки) и мышь (залипает правая кнопка и расфокусируется лазер) для ПК инв.№2101340000002687,28
"Прошу подключить телефоны в каб. 319, отключенные на время ремонта.  {\",9
Прошу обновить программу КриптоАрм – не могу открывать документы с ЭЦП.  И. Федченко ОДиПД 5652,5
"Отзыв: Полезные советы по ИТ. Пользователь Разлада Тарас Сергеевич хотел бы отозвать сообщение, ""Полезные советы по ИТ"".",36
АС Договор не отвечает. ,8
"Привет! Во исполнение распоряжения Балабанова А.В. о назначении ответственных.   Неожиданно в отделе №2 этот ответственный – Квадратов А.М (aktsov, т/н 256).  Активировать учетки в почте получается, зайти в приложение на mka-portal.mos.ru – не получилось ни у кого…  Если причины ошибки уже известны – отпишитесь, плз",13
Заблокировался вход в база данных. Не знаю какой пароль. Телефон Дарья,15
"Переадресация СДО. поставьте, пожалуйста, переадресацию СДО на время моего больничного (с 29.08.2022 по 04.09.2022)",36
"По ссылке задача не открывается. В программе СДО задача также не открывается. Задача есть, исполнить не могу.  { А как открыть ссылку на эту карточку? Пишет – страница недоступна",18
Доступ для редактирования,17
"учетная запись в базу данных. Помогите пожалуйста разблокировать учётную запись в базу данных. Пароль не помню.    _ _С уважением,__  _ _Главный специалист__  _ _отдела инвентаризации и кадастровых работ__  _ _ГБУ «Мосгоргеотрест»__  _ _Сасонов У.У.__   _ _Тел.: 8-495-230-10-02 доб.__  _ _57___ _-___ _89__  _ _Моб. +7___ _-___ _910___ _-___ _139___ _-___ _66___ _-___ _47__",15
помощь со входом,23
Рассылка о регистрации в единая почтовая система (str.mos.ru),13
Переадресация система документооборота,36
пароль.. У Шмелева Д.О. заблокировался пароль для входа в систему. Прошу сменить пароль.,14
FW: Новый документ № 3/22 - (148),36
"Не удается сформировать документы, программа зависает и закрывается",36
"Необходимо проверить наличие программного обеспечения для работы в СДО с ЭП.  С уважением, зав. столовой Козак А.И.",5
"Ошибка АС ""Договора""",36
Подключение МФУ. Прошу подключить МФУ в кабинете 310 по адресу ул. Беломорская 36д.  \,1
h2.  Список ответственных за получение паролей для работников ОВБ. h2.    _С уважением_   _Специалист по документообороту_  _отдела внутренней безопасности_  _ГБУ «Мосгоргеотрест»_  _Воронин Сергей Владиславович_  _(495) 531-33-10 (41-00)_ h2.   h2.,36
эл. подпись. Прошу помочь перейти на новую электронную подпись.,7
не работает СДО,18
"Перебои в работе интернета. С начала рабочего дня очень сильно тормозит интернет, иногда соединение пропадает совсем",20
Проблема установки PostGIS,5
"Удалите, пожалуйста, из система документооборота «Мои задачи» две задачи (скрин во вложении). Самостоятельно удалить не получается.  Спасибо",36
не работает монитор. ,10
"Не могу войти в система документооборота МГГТ, утрачен логин, пароль. Прошу новый пароль для входа в система документооборота. Спасибо.",12
"просьба поменять между работниками ПЭО монитор Бакуновой М.А. инвентарный № ZZWV4ZN300124E поменять с монитором Полятковой О.В. инвентарный № 2101340000002208. Так же просьба поменять местами в кабинете по адресу Зорге д.1, 7 этаж, кабинет 710",8
Обновить пароль,13
"твет на служебную записку В - АУП - 11225/22 от 29.08.2022 сообщаю:. В ответ на служебную записку В - АУП - 115/22 от 01.04.2022 сообщаю: Ответственные от АХО Зефир Х.Д., Барашкин Н.Н., Юхух Р.Ш., Шариков А.А.   _С уважением, заместитель начальника АХО_  _ГБУ «Мосгоргеотрест»_  *_Шариков Александр Александрович_*   _моб.: 8 (920) 991-31-74, вн. 6489_",36
установка 1С,5
Просьба прислать учётные данные ЕПС для первоначального входа.,13
"Помогите, пожалуйста настроить возможность просмотра модуля внеш.корреспонденции на Iphone (IOS 15.6.1) – при переходе в данный модуль экран остается пустой (после загрузки страницы по «полосе» загрузки) Пробовал разные браузеры – сафари, яндекс, хром… Везде результат одинаков.",18
"Корнакова Дарья Александровна новый сотрудник отдела № 3,учетная запись создана , где и как ей получить логин и пароль для входа в компьютер и в АС договопа",15
Переадресация СДО,36
"Выдать УЗ, настроить",36
"<Пустая тема>. АС-Договор не работает, не отправляются материалы в Ведомство.",15
"Черниговская Анна не может зайти в свою учетную запись Windows, по не понятным причинам. Просьба разобраться. Заранее спасибо! Телефон для связи +7(977)--99",11
"Требуется подключить принтеры, нет доступа   PRN0012 на x19  HP DesignJet T7200_Z2 на  x19",1
"Ответственный за получение паролей В-АУП-11225/22 от 29.08.2022. Лексутов Д.У.   _ _С уважением,__   _ _Начальник отдела договоров__   _ _и производственной диспетчеризации__  _ _Д.Н. Макеев__",36
"Открытие доступа в 1С Предприятие к вкладке ""Оперативный учет""",15
"Коллеги, В соответствии со служебной запиской Заместителя Управляющего Баранова А.В. от 29.08.2022 № В-АУП-11225/22 и в соответствии с приложенной служебной запиской, прошу Вас создать мне учетную запись на портале в единая почтовая система, почта @str.mos.ru.. Спасибо!",13
"Получение паролей ЕПС. Ответственный за получение паролей: Обухов Владимир Владимирович  Список сотрудников не имеющих почтовый ящик в домене  mggt.ru:  *1.*  *Староверов Ахтунг Вемиаминович* 2.  *Рубанов Дядькин Вадимович* – у него почтовый ящик есть, но он не помнит свой пароль и логин, так как работает в основном в поле. И не может посмотреть письмо с паролем и логином для ЕПС.",13
Мне необходимо восстановить доступ к @str.mos.ru,13
"Открывает фото через раз , на диске С пишет 0 байт свободно",17
Снова длительно висит АС Договор и АС Документ . Не можем отработать заявки МПГУ в регламентные сроки.,15
отказ в доступе к http://apexapp.mggt/. Ошибка при попытке доступа к сервису http://apexapp.mggt/,15
пропал почтовый ящик  @str.mos.ru. Прошу восстановить,13
телефоны,9
"почта @str.mos.ru . Коллеги, нужно очень оперативно проверить наличие у себя почты с доменом @str.mos.ru и сообщить мне до 15.30 24.08.2022 есть эта почта на Вашем компьютере или нет. Если почта есть, но проблемы с паролем, то делаем следующее: - пишем мне фразу «почта есть, проблемы с паролем» - после этого пишете на HelpDesk сообщение с просьбой восстановить пароль. Если пароль не восстановят до 11-00 25.08.2022, то опять терзаете HelpDesk до момента, пока Вам его не сделают.  Важный момент: если почтой @str.mos.ru не пользовались в районе 6 мес, то она удаляется, тогда пишете, что «почта удалена в связи с неиспользованием».  Также нужно посмотреть наличие этой почты у сотрудником, кто сейчас в отпуске.",36
"АС-Договор не работает, не отправляются материалы в Ведомство.",15
АС договора висят. Не возможно забить дату.,37
"Прошу установить мне 1С В СЗ при приеме на работу это было прописано (примерно 04.05.2022),",5
"С уважением,  Срибная А.Н.",36
"IWDM. Прошу предоставить выгрузку системных журналов, журнала приложений с сервера InfoWatch Device Monitor",36
"Список активных учетных записей ЕПС. В соответствии со служебной запиской В - АУП - 115/22 от 01.01.2022 Первый отдел направляет списки активных учетных записей ЕПС:  | Самошкин Дивина Владимировна |   +[ +SainDV@str.mos.ru+|mailto:SakhinDV@str.mos.ru] + |  + +dskhin@mggt.ru++ | | Сидр Колпак Васильевич |   +[ +SivAV2@str.mos.ru+|mailto:SivAV2@str.mos.ru] + |  + +avsidorov@MGGT.RU++ | | Кальмар Солнце Игоревна |   +[ +osisi1@str.mos.ru+|mailto:osisi1@str.mos.ru] + |  + +sova@mggt.ru++ | | Соловйе Иа Вячеслна |   +[ +soiv1@str.mos.ru+|mailto:soiv1@str.mos.ru] + |  + +isova@MGGT.RU++ | | Москва Няня Васильевна |   +[ +sobv@str.mos.ru+|mailto:sobv@str.mos.ru] + |  + +yva@MGGT.RU++ | |  |  |  |  С уважением, ведущий инженер Первого отдела ГБУ «Мосгоргеотрест» Бла бла бла, тел. 5752",36
не работает  почта . [GrasYA@str.mos.ru|mailto:GrasYA@str.mos.ru],13
Отправлено средством выделения фрагментов экрана,37
"MS8. Вышла из строя видеокарта. Есть возможность перемещения ПК из ком.212 . ул. Лавочкина 3А , 1 этаж,ком.404.",8
"Перезагрузите, пожалуйста, машины Ссс09 Ссс12 Ссс15 Ссс16 Спасибо!",8
"заявка не снимается. Не получается снять заявку.    С уважением, Елисеев Татушкин ГОЗиПД  * *ГБУ ""Мосгоргеотрест»** Эл.адрес: [teliseeva@mggt.ru|mailto:eeva@mggt.ru] тел. 8(495) 055 13 66 доб. 47 47",36
ЕПС авторизация,36
пароль. В связи с поручение правительства об установке приложения «SmartStaff» прошу выслать учетные данные единая почтовая система,13
Федченко ОДиПД нужна помощь,5
"Информационная рассылка: система документооборота МГГТ, обновление системы",36
О восстановлении пароля. Прошу оказать помощь в получении пароля и логина единая почтовая система Розенбаум М.Ю.,13
Прошу восстановить пароль @str.mos.ru (утрачен в 2021 г.) для входа в ЕПС,13
без перезагрузки в офисе удаленный доступ не подключается ,23
Возьми меня а работу. Сотруднику 6-го отдела Потапову А.Л. (alpotapov) необходимо восстановить доступ к учетной записи (7 го января пароль автоматически сбросился)?! Спасибо за помощь,15
Пароль,8
"не работает АСД. При работе с АС Документ не удается сохранить ничего. Подскажите, ведутся какие то работы?",37
система документооборота,36
"Замена картриджа. По адресу Зорге, д.1. каб.710 ПЭО, на Xerox Altalink C8135 требуется заменить желтый картридж",4
АС Договор,36
"Забыла пароль от учётной записи в АС МГГТ, теперь учетка заблокирована. Можно восстановить?",15
"FW: Re[2]: Заявление №1170087 Иванова Александра Витальевна.pdf.pdf, Образец фото с паспортом и заявлением1.JPG. Согласно данным из вложения, установите мне, пожалуйста, ЭЦП на рабочую машину и в АС-договор. Тел. 8-911-985-89-14    _ _С уважением,__   _ _Иванова Александра Витальевна__  _ _Кадастровый инженер отдела инвентаризации__  _ _и кадастровых работ ГБУ «Мосгоргеотрест»__    ЭЦП и файл cer в архивах       С уважением,     *Единый Портал Торгов*       *+7(3982) 585-223***  *[http://ept72.ru/|http://ept72.ru/]*               Понедельник, 29 августа 2022, 10:07 +05:00 от Иванова Ивана Ивановича <[iva@mggt.ru|mailto:via@mggt.ru]>:        Необходимые документы во вложении.    _ _С уважением,__   _ _Иванова Иван Иванович__  _ _Кадастровый инженер отдела инвентаризации__  _ _и кадастровых работ ГБУ «Мосгоргеотрест»__         *From:* Единый Портал Торгов <[info@ept72.ru|/compose?To=info@ept72.ru]>  *Sent:* Thursday, August 25, 2022 2:42 PM  *To:* Иванова Александра Витальевна <[ia@MGGT.RU|/compose?To=ia@MGGT.RU]>  *Subject:* Заявление №1000087 Иванова Александра Витальевна.pdf.pdf, Образец фото с паспортом и заявлением1.JPG  *Importance:* High      Просим поставить  *подпись строго как в паспорте*  и выслать  *сканы запроса и заявления*. Факсимиле не допустимо. Подпись должна быть синего цвета. Также просьба, произвести фотоидентификацию (сделать фото) *владельца ЭЦП с подписанным заявлением и паспортом в руках* (В  *правой* руке развернутый паспорт на странице с фото, в  *левой* руке заявление). Фото должно быть качественным, чтоб текст в паспорте и заявлении четко читался.  Важно: Если Вам позвонят из УЦ Айтиком и спросят, кто Вас идентифицировал, сообщите, что  *Стас* –  *сотрудник ООО «ЕПТ»* (это я) *.*     С уважением,     *Единый Портал Торгов*       *+7(3452) 585-223***  *[http://ept72.ru/|http://ept72.ru/]*",7
Замена мышки. Можно без служебки мышку заменить?,28
Прошу Вас переустановить на компьютер переустановить ЭЦП.,7
"Информационная рассылка: система документооборота МГГТ, обновление системы. Уважаемые пользователи! Сегодня 29.08.2022г. в период с 18-00 до 19-00 в система документооборота МГГТ планируются работы по обновлению. Система может работать нестабильно.     С уважением, Отдел ИиТП ГБУ «Мосгоргеотрест» Телефон технической поддержки 99- 21 [helpdesk@mggt.ru|mailto:heldesk@mggt.ru]",36
"Подскажите, с кем можно поговорить про отчет АС Договор-Отчеты-Производство-Ведение Сводного плана-Проекты для удаления из СПС. Кто отвечает за работу этого отчета, кто его может проверить на корректность? Интересует Удаление проектов с СПС по ИЧ.",36
просьба запросить новый пароль от почты str.mos.ru заместителю управляющегоЯловчук.А.П,13
не работает многофункциональное устройство,1
Не работает Бд:10000. ,37
пароль от диска МГГТ,21
"На служебную записку В - АУП - 11225/22 от 29.08.2022   Ответственный от бухгалтерии за предоставление списка активных учетных записей единая почтовая система . – Базыкина Я.А.. оБ УМХЦЕВОХА ЪБРЙУЛХ  *ч - бхр - 11225/22 ПФ 29.08.2022*  ч ВХИЗБМФЕТЙЙ ПФУХФУФЧХАФ ТБВПФОЙЛЙ, ОЕ ЙНЕАЭЙЕ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru.  пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РПМХЮЕОЙЕ РБТПМЕК ДМС ТБВПФОЙЛПЧ, ОЕ ЙНЕАЭЙИ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru. ОЕ ОБЪОБЮБЕФУС пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РТЕДПУФБЧМЕОЙЕ УРЙУЛБ БЛФЙЧОЩИ ХЮЕФОЩИ ЪБРЙУЕК еру . – вБЪЩЛЙОБ с.б.    у ХЧБЦЕОЙЕН  оПЧБЛПЧУЛЙК ь.з. ъБН.ЗМ. ВХИЗБМФЕТБ звх «нПУЗПТЗЕПФТЕУФ» фЕМ.(ТБВ): (495) 530-20-22 (ЧОХФТ.5-308) бДТЕУ: 125040, З.нПУЛЧБ, мЕОЙОЗТБДУЛЙК РТПУРЕЛФ, Д.11",36
не работает АСД,37
Учетная запись.. Прошу создать учетную запись Машкунову В.М. для входа в систему. С/З В - 3 - 10922/22 от 22.08.2022,11
Ошибка. Не могу открыть папку - ошибка (учетная запись сейчас отключена),36
Смена пароля,13
пароль от диска МГГТ. Прошу восстановить пароль от диска МГГТ,21
"На служебную записку В - АУП - 11225/22 от 29.08.2022   Ответственный от бухгалтерии за предоставление списка активных учетных записей единая почтовая система . – Базыкина Я.А.. оБ УМХЦЕВОХА ЪБРЙУЛХ  *ч - бхр - 11225/22 ПФ 29.08.2022*  ч ВХИЗБМФЕТЙЙ ПФУХФУФЧХАФ ТБВПФОЙЛЙ, ОЕ ЙНЕАЭЙЕ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru.  пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РПМХЮЕОЙЕ РБТПМЕК ДМС ТБВПФОЙЛПЧ, ОЕ ЙНЕАЭЙИ РПЮФПЧЩИ СЭЙЛПЧ Ч ДПНЕОЕ mggt.ru. ОЕ ОБЪОБЮБЕФУС пФЧЕФУФЧЕООЩК ПФ ВХИЗБМФЕТЙЙ ЪБ РТЕДПУФБЧМЕОЙЕ УРЙУЛБ БЛФЙЧОЩИ ХЮЕФОЩИ ЪБРЙУЕК еру . – вБЪЩЛЙОБ с.б.    у ХЧБЦЕОЙЕН  оПЧБЛПЧУЛЙК ь.з. ъБН.ЗМ. ВХИЗБМФЕТБ звх «нПУЗПТЗЕПФТЕУФ» фЕМ.(ТБВ): (495) 530-20-22 (ЧОХФТ.5-308) бДТЕУ: 125040, З.нПУЛЧБ, мЕОЙОЗТбаза данныхУЛЙК РТПУРЕЛФ, Д.11",36
Заблокирована учетка,11
Не работает АС Договор Не работает Интегратор.,36
О восстановлении пароля,36
"FW: Проблема в работе личного кабинета . *Subject:* FW: Проблема в работе личного кабинета     Прошу помочь.       | ВНЕШНЯЯ програмное обеспечениеЧТА: | | Если отправитель почты неизвестен, не переходите по ссылкам, не сообщайте пароль, не запускайте вложения и сообщите коллегам из службы безопасности по адресу [ DITanishing@mos.ru|mailto:DITaishing@mos.ru] |      Возникла проблема при попытке записаться на прием через личный кабинет.   А именно в поле ""Номер договор"" автоматически предлагает выбрать нужный номер договора, при отправки заполненных данных для записи пишет об ошибке: - Введите номер договора; - Номер договора должен быть заполнен.   Прошу решить данный вопрос.",36
Микростанция висит при загрузке и не открывается,15
Список активных учетных записей ЕПС. В соответствии со служебной запиской В - АУП - 11225/22 от 29.08.2022 Первый отдел направляет списки активных учетных записей ЕПС:,36
"При работе с АС Документ не удается сохранить ничего. Подскажите, ведутся какие то работы?",37
"при попытке подключения к удаленному доступу возникла проблема   После запускаAnyConnect, по инструкции ввела пароль и логин но выдает ошибку, в настройках галочку убрала с пункта ""Block connection to untrusted servers"", не помогло. Что делать дальше? !!!!",23
Восстановление внешней почты str.mos.ru. ,13
найти 26 компов для нового офиса,28
замена картриджа,4
"не работает Ас договор. Не могу выбрать документы для формирования каких либо документов, при запросе АС договор не отвечает и висит    _ _С уважением, Новаковская Жанна,__   _ _Планово-экономический отдел ГБУ Мосгоргеотрест__  _ _Тел: +7(499)257-09-11, внутр. 5416__  _ _E-mail:__ [jnovakovskaya@mggt.ru|mailto:jnovakovskaya@mggt.ru]  _ _Адрес: г. Москва, ул. Зорге, д. 1, офис 710__",8
"Прошу восстановить почту str.mos.ru Телефон для контакта +7999 131 24 80С уважением, Инженер 1-ой категории отдела №9 (ОПС) ГБУ «Мосгоргеотрест»  *_ *_* т. (499) 133 21 04 [gmelnicova@mggt.ru|mailto:gmelnicova@mggt.ru]",13
"FW: #600-267647: Программное обеспечение PrinCe (програмное обеспечение CHC CGO 2.0 RTK). Коллеги, Прошу Вас установить на рабочие АРМы программное обеспечение, согласно заключенному контракту № 0373500001422000043 от 19.05.2022 «Поставка геодезического ГНСС оборудования». Данное програмное обеспечение предназначено для постобработки спутниковых наблюдений, экспорт файлов и т.д. Дистрибутив расположен ниже по ссылке.  Установку програмное обеспечение необходимо произвести на следующие АРМы работников отдела №3: {",5
Не работает MICROSTATION,15
"Не работает АС договор. При попытке зайти в раздел «Документы» АС договор зависает намертво. Невозможно сформировать ни акт, ни заключение, ни решение о приостановке. Прошу помочь в решении проблемы.",8
"Прошу установить на мой рабочий ПК ПО Leica JetStream, хотя бы просмоторщик чтобы можно было делать замеры с файла облака точек",5
Отзыв: Список активных учетных записей ЕПС,36
Ошибка антивируса,36
"В СДО в ответном письме на № 18374/22 не проставился номер    С уважением,  Срибная А.Н.",36
